P45985	Q14315
P10275	P40763
P11274	P62993
O14980	P25054
P06493	P24522
Q13363	Q15583
P54792	P68133
P38398	Q9HAW4
P51587	P60896
P51587	Q6ZVN7
P35221	P35222
P06400	Q14686
P12931	Q92731
P03372	Q13772
P20749	Q00653
P20749	Q01201
P00519	P11274
P51587	Q99728
Q99728	Q9NXR7
P46736	Q99728
P38398	Q9NXR7
P38398	P46736
P51587	Q9NXR7
P46736	P51587
Q06609	Q99728
Q06609	Q9NXR7
P46736	Q06609
P08047	P10275
Q14498	Q92731
P03372	Q14498
P04637	P29320
Q01844	Q99728
P12830	P18206
P18206	P35222
P06400	Q99933
P12931	P56945
P51587	Q9BXW9
P15311	P55957
P25445	P55957
P26038	P55957
P55957	P61586
P52565	P55957
O14763	P55957
O14763	P15311
O14763	Q13158
O14763	P25445
O14763	P48023
O14763	P45983
O14763	P26038
O14763	Q92851
O14763	Q14790
O14763	P61586
O14763	P52565
O14763	P19438
P15311	P25445
P15311	P26038
P15311	P61586
P15311	P52565
P61586	Q13158
P52565	Q13158
P55957	Q13158
P15311	Q13158
P25445	Q13158
P45983	Q13158
P26038	Q13158
Q13158	Q92851
Q13158	Q14790
P48023	P55957
P15311	P48023
P48023	Q13158
P25445	P48023
P45983	P48023
P26038	P48023
P48023	Q92851
P48023	Q14790
P48023	P61586
P48023	P52565
P45983	P55957
P15311	P45983
P45983	P61586
P45983	P52565
P25445	P45983
P26038	P45983
P25445	P26038
P26038	P61586
P26038	P52565
P55957	Q92851
P15311	Q92851
P25445	Q92851
P45983	Q92851
P26038	Q92851
P61586	Q92851
P52565	Q92851
P55957	Q14790
P15311	Q14790
P25445	Q14790
P45983	Q14790
P26038	Q14790
Q14790	Q92851
P61586	Q14790
P52565	Q14790
P25445	P61586
P25445	P52565
P19438	P55957
P15311	P19438
P19438	Q13158
P19438	P25445
P19438	P48023
P19438	P45983
P19438	P26038
P19438	Q92851
P19438	Q14790
P19438	P61586
P19438	P52565
P25054	P25054
P12830	P38570
P05549	P25054
P11274	Q9UQC2
P62993	Q9UQC2
P41212	Q9UQC2
P10275	P49841
P15941	P49841
P42224	Q00597
P09211	Q00597
P16104	Q14676
O96017	P38398
P83916	Q7Z589
P06396	P10275
O15105	P36894
O15105	P36897
Q12834	Q13257
P07948	P15941
Q14686	Q71DI3
Q15291	Q71DI3
Q16695	Q9UBL3
P38398	Q05048
P33240	Q99728
P33240	P38398
Q12834	Q9UI95
P56945	Q05397
P49023	P56945
P56945	Q9HBL0
P12830	P35221
P12830	P14923
P38398	Q9NVC6
P38398	P68400
P04637	Q99728
P04637	Q06609
P04637	P51587
P04637	Q9NXR7
P04637	P46736
P10275	Q13228
P0DMV8	P10275
P07900	P10275
P10275	Q9UBK9
P10275	Q03135
P05412	P10275
O95239	Q9P0W2
P28749	P38398
P38398	Q08999
P12830	P55060
P24522	P38936
P10275	P78527
P10275	P13010
P10275	P12956
O60934	P16104
P10275	Q99933
P51587	Q9P287
P00519	P00519
P16220	Q92793
P19793	Q14686
P04637	Q00987
P51587	Q92831
P25054	Q15555
P10275	Q92793
Q01094	Q14686
P15336	P49715
P10275	Q15788
O75376	P10275
P10275	Q9Y618
P10275	Q15596
P10275	P24385
O15379	P24385
P11274	P46109
P08047	P38398
P10275	Q12778
Q8N6Y0	Q9Y6N9
Q03188	Q14676
P43694	Q14676
Q14676	Q969S8
Q14676	Q9BY41
Q00987	Q14676
P24928	Q14676
Q14191	Q14676
P10275	P55317
O75771	P54132
O43543	P54132
P51587	Q15796
P51587	P84022
O60934	Q9BXW9
P48552	Q13363
P10275	Q9UBS8
P04626	P15941
P35221	P35221
P14923	P35221
P61968	Q86U70
P04049	P63104
Q15326	Q7Z589
P01106	P27361
P01106	P28482
P38398	P68036
Q99708	Q99708
P49715	Q14686
O60563	Q9UHK0
O60563	P50750
P50750	Q9UHK0
O14980	P62826
P04637	P04637
P46109	P56945
P46108	P56945
P30304	Q16539
P04637	P27694
P00519	P27986
P06241	P27986
P06239	P27986
P27986	P27986
P27701	P48509
P21926	P27701
P16234	P22681
P27448	Q13972
P01106	P10415
P00533	P35222
O60716	P00533
P00533	P14923
P51587	P53350
P43351	Q06609
P27986	P29353
P35222	Q13526
P06400	Q99708
P06400	Q13547
P98170	Q9NR28
P41212	P41212
Q12888	Q6ZW49
O60566	P51587
O14757	P31947
O14757	P38936
O14757	P04637
P38398	Q16576
P00519	Q9NYB9
P38398	Q06481
P38398	Q9GZU2
P38398	P62899
P38398	Q93097
P38398	Q8WX92
P29590	Q9UER7
P10415	Q07817
Q00987	Q13363
P38398	Q13085
P54132	Q06609
P27694	P54132
P10275	P43146
O00198	Q07817
P25054	P68400
P25054	P67870
P00519	P56945
P46109	P49023
P42574	Q07820
P21796	Q07812
P21796	Q07817
P21796	Q07820
P12830	Q14344
P10275	P43364
P03372	P12931
P10275	P12931
P15884	P35222
P0DMV8	Q99933
O14639	P31947
P31947	Q8TEW8
P31947	Q92625
P25054	P31947
P31947	Q06481
P10398	P31947
O94875	P31947
P31947	Q6P4F7
P31947	Q5T5U3
P31947	Q5VV41
P31947	Q96PE2
P31947	Q12774
P31947	P56945
P15056	P31947
P31947	Q9P2M7
P31947	P68400
P31947	Q86UW9
P31947	Q13627
P31947	Q9UJM3
O75494	P31947
P31947	Q9H2C0
P31947	Q14451
P31947	P56524
P31947	Q8WUI4
P31947	Q00839
P31947	P35568
P31947	Q9Y4H2
P31947	Q96J02
P31947	Q96IF1
P31947	Q02241
P31947	P33176
P31947	Q9H0B6
P31947	Q9Y2U9
P31947	Q07866
O00515	P31947
P31947	Q86X29
P31947	Q8WWI1
P31947	Q96QZ7
P31947	Q9Y2U5
P31947	Q9BPZ7
P31947	Q9P0L2
P31947	Q7KZI7
P31947	Q6WCQ1
O75592	P31947
P31947	Q96PU5
P31947	Q9H1K1
P31947	Q9H4L5
O96013	P31947
P31947	Q8TEW0
O00750	P31947
P31947	Q9UBF8
P31947	Q99959
P31947	Q9Y446
P31947	Q86W92
P31947	Q8ND30
O95685	P31947
P31947	Q99418
P31947	Q86YD1
P17706	P31947
P26045	P31947
P31947	Q9H0H5
P31947	P78406
P04049	P31947
P31947	Q86X27
P31947	Q8IUC4
A7KAX9	P31947
P31947	P61587
O94885	P31947
P31947	Q9H4B6
P31947	P61981
P31947	Q9BRG2
P31947	Q9P0V3
P31947	Q8NEM2
P31947	Q8TF72
O43166	P31947
O60292	P31947
P31947	Q08AE8
P31947	Q9UQ35
P31947	P78524
O15056	P31947
P31947	Q9UDY2
P31947	Q13470
P31947	Q8IZW8
P31947	Q13049
P31947	P40818
P31947	P61962
P30291	P31947
P31947	Q9NYL2
P31947	Q14966
O14757	P54132
O14757	Q12888
O15360	Q00597
Q06609	Q06609
O15315	Q06609
O43502	Q06609
O75771	Q06609
O43543	Q06609
O43542	Q06609
P21333	P51587
P14923	P15941
O14757	P98170
O00255	Q9BXW9
P10275	P60484
P63167	Q12888
Q86UW6	Q92793
P20749	Q86UW6
P22681	P46109
O15169	P25054
P06400	P10275
P12643	P36894
P12830	P12830
P12830	P22223
Q13363	Q13547
O15379	Q13363
P56524	Q13363
Q13363	Q9UQL6
Q13363	Q9UKV0
P10275	P38398
P10275	Q9ULJ6
P38398	Q04206
P54132	Q15554
Q14191	Q15554
P15336	P15336
P05412	P15336
P54132	Q14191
P22681	P62993
P62837	Q99728
P00519	Q13535
P78527	Q10567
Q10567	Q13315
Q10567	Q13535
Q13535	Q92888
Q13315	Q13315
Q13315	Q13535
P78527	Q13315
Q13535	Q13535
P38398	Q13315
P38398	P78527
P51587	Q13535
O14757	Q13315
O14757	Q13535
O14757	P78527
Q13315	Q66K89
Q13535	Q66K89
P78527	Q66K89
Q13315	Q13541
P49917	Q13535
P49917	P78527
P49917	Q13315
P49959	Q13315
P49959	Q13535
P49959	P78527
O60934	Q13315
O60934	Q13535
Q13535	Q9UQ80
P42336	Q13535
P28340	Q13535
O75943	Q13315
O75943	Q13535
O75943	P78527
P78527	Q99708
P27694	Q13535
P04637	P78527
Q13315	Q14191
Q13535	Q14191
P78527	Q14191
P41212	P62993
P04271	P04637
P35222	Q9UJU2
P55291	Q03113
P12830	Q03113
P19022	Q03113
P19022	Q14344
P36894	Q13873
O00238	Q13873
P12643	Q13873
P18075	Q13873
O43294	P10275
P38398	Q71DI3
O75367	P38398
P31749	P38398
P10275	P28482
P00519	P42684
P24941	P38398
P51587	Q13315
P41212	P46109
P00519	Q06609
Q12888	Q13315
P38398	Q05086
P03372	Q8WX92
P31946	Q13972
P04637	P31947
P00519	P46109
P41212	P68133
P19022	P68133
O15360	P31749
O15360	P04075
O15360	Q13813
Q00597	Q13813
O15287	Q13813
O15360	P06733
Q13813	Q92889
O14977	O15360
O14977	Q00597
P04637	Q92754
P25054	P49841
P25054	Q92845
P25054	Q92796
P14923	P25054
P30260	Q9H1A4
P30260	Q9UM13
P30260	Q9NYG5
P30260	Q9UJX5
P30260	Q9UJX4
P30260	Q13042
P30260	Q9UJX3
P30260	Q9UJX2
P00533	P10275
P10275	P49840
O95251	P10275
P10275	P13056
Q14686	Q8N9N2
P15336	Q14686
O75293	Q99683
P40692	Q13315
P43246	Q13315
P52701	Q13315
Q13315	Q92878
Q06609	Q13315
O15360	P06576
Q99728	Q99728
O15360	Q13838
P05549	P35222
P08581	P35222
O15360	Q9H9A7
O15360	P54132
P01112	P15056
P20248	P38398
P38398	Q9BXW9
P38398	P61968
P15036	Q15326
O14776	O15360
O14776	Q00597
P22681	Q14155
O15360	P06493
P06493	Q00597
P01112	Q13972
P30260	Q12834
P22223	P22223
P24941	P38936
P24941	Q9P287
O95257	P38936
P04637	P38936
P10721	P11274
O95257	P24522
P01112	P04049
P00519	P16220
P24522	Q8TAE8
O75293	Q8TAE8
P22736	Q8TAE8
P38398	Q13363
P24928	Q9Y5B0
Q8IUQ4	Q99708
O43255	Q99708
P22223	P35221
P33151	P35221
P35222	P51532
P22223	P35222
P33151	P35222
P04626	P35222
P10586	P35222
O15105	P35222
O60716	P35221
P0DP23	P20248
O15287	P05181
Q01082	Q9Y2J2
O15360	Q9UER7
Q12888	Q6PJP8
O75398	P61968
P29353	Q99704
Q92835	Q99704
O60496	Q99704
O60496	P20936
O60496	P29353
O60496	Q92835
Q01094	Q92547
O15360	Q9Y5X9
Q09472	Q9Y6Q9
O95257	P03372
P03372	P24522
P03372	P35222
P03372	P60484
P14921	P38398
O15360	O15360
O15360	P02549
O15360	Q92889
O15287	Q00597
P51587	Q9HB96
O15360	Q9HB96
Q9BXW9	Q9HB96
O15287	O15287
Q00597	Q9Y2Y4
P39748	Q14191
P36894	P68106
P38398	Q01543
P61247	Q00597
O15360	P62879
P10275	Q9Y3R0
O15360	P14625
P14625	Q00597
Q00403	Q13772
P24928	Q00403
P29083	Q00403
P35269	Q00403
Q71DI3	Q8NEZ4
Q8NEZ4	Q99929
P08631	P22681
Q96ST3	Q9UKV0
Q13363	Q92769
P48552	Q9UQL6
P56545	Q00987
O15360	P00492
O15360	P25685
O15360	P07900
P07900	Q00597
P11142	Q00597
P00846	Q00597
Q13422	Q99708
Q13422	Q96ST3
O15111	O15360
P00519	P23458
P05412	Q14498
P14923	P22223
P14923	P33151
O15360	P04264
P04264	Q00597
O15105	Q9UJU2
P24666	P35222
P46821	Q9NS23
O15360	P11912
O14733	O75293
P38398	P40692
P40692	P49959
P40692	P43246
P40692	P52701
O60934	P40692
P40692	Q92878
P12931	Q8IZL8
O15360	Q9BUB5
P43246	P49959
O60934	P43246
P43246	Q92878
P20585	Q99728
P52701	Q99728
P49959	P52701
P43246	P52701
O60934	P52701
P52701	Q92878
O15360	P20591
O75293	P24522
P18615	Q9H3P2
Q8WX92	Q9H3P2
Q8IXH7	Q9H3P2
P04150	Q96S59
O15287	O75298
O15360	Q9Y5A7
P38398	Q9UHK0
Q08999	Q99708
P19838	Q12888
O15350	Q00987
O15360	P43490
Q13363	Q92831
Q13772	Q92831
P10275	Q8IZL8
O15360	Q9NW38
P11274	P48736
O15360	O95620
O95257	Q07869
O95257	Q03181
O95257	P37231
O15287	P20618
O15360	Q8WWY3
O15360	P28066
O15315	O43502
P01112	Q8IZJ4
O95257	P10276
P10276	P24522
Q66K74	Q9NS23
Q00597	Q13123
Q04206	Q08211
P35251	Q13315
P35251	P54132
P35251	P38398
P35251	P40692
P35251	P49959
P35251	P43246
P35251	P52701
O60934	P35251
P35251	Q92878
O14879	O15360
P24928	Q9H3P2
P27694	Q12888
O15360	P27694
O15360	Q07020
Q00597	Q07020
O95257	P19793
P19793	P24522
O00141	O15360
P29353	Q92835
P51610	Q96ST3
Q13422	Q9Y618
P12931	Q14686
O15360	Q12962
P20226	Q13363
P20226	Q00403
P20226	Q13422
P20226	Q14686
P20226	P24928
O14981	P20226
P20226	P29083
P20226	P35269
P20226	Q92759
P35222	P41235
O15360	P17987
O15360	P49368
P52655	Q14686
Q00403	Q13363
Q00403	Q13422
Q00403	Q15544
P24928	Q15544
P29083	Q15544
P35269	Q15544
P29083	P38398
P24928	P29083
P29083	Q13503
P29083	P35269
P35269	P38398
P24928	P35269
P35269	Q13503
P38398	Q92759
Q00403	Q92759
P24928	Q92759
Q13503	Q92759
O14981	Q92759
P29083	Q92759
P35269	Q92759
Q13547	Q15583
P38936	Q9P287
O15360	Q13472
O15360	P13693
P68133	Q15654
P0CG48	Q9Y3C5
P51668	Q9NXR7
P46736	P51668
Q05086	Q99728
P05107	Q03405
P54578	Q00597
P23458	P42684
P04049	P21796
P02549	Q92889
O43502	O43542
Q9GZX5	Q9Y3C5
O15360	P17028
P25942	Q14686
Q12933	Q13077
Q12933	Q15628
P20333	Q12933
Q12933	Q9UHD2
Q12933	Q15750
Q04206	Q8NFZ5
Q00653	Q9Y6K9
Q00653	Q8NFZ5
P19838	Q9Y6K9
P19838	Q9UHD2
P19838	Q8NFZ5
P19838	Q96KP6
Q12933	Q92844
Q16543	Q9Y6K9
Q676U5	Q9Y6K9
Q14568	Q9Y6K9
Q9UHD2	Q9Y6K9
Q14164	Q16543
Q13451	Q14164
Q14164	Q14568
Q14164	Q86UP2
Q9UHD2	Q9Y297
Q04864	Q9UHD2
Q13616	Q9UHD2
O15084	Q9UHD2
O75170	Q9UHD2
Q9UHD2	Q9UPN7
Q00653	Q9UHD2
O00743	Q9UHD2
Q04206	Q9UHD2
P63208	Q9UHD2
Q04864	Q8NFZ5
P41279	Q8NFZ5
P26378	Q9UBU9
Q13427	Q9H307
P29590	P84022
P29590	Q15796
O95405	Q15796
O95405	P84022
O95405	P29590
O94929	P68032
P55072	Q9UKV5
P78352	Q9UHC3
P40818	Q9H4P4
Q9H4P4	Q9NR09
Q6P0Q8	Q9Y4K3
Q12933	Q6P0Q8
Q969X5	Q9Y282
Q02750	Q96S96
P04049	Q96S96
P17844	Q13547
Q13547	Q92841
O15379	Q13950
P07949	Q6PKX4
P07949	Q9P104
P49450	P68431
Q12834	Q76KD6
P30260	Q76KD6
P23258	Q76KD6
P55211	Q13075
Q13075	Q9NR28
P29590	Q15759
O14727	Q96GX9
O14727	P55211
P60953	Q5T0N5
Q53HL2	Q96GD4
O15392	Q53HL2
P49916	Q96FI4
P06746	Q96FI4
P18887	Q96FI4
Q15878	Q5JVL4
O75969	Q15506
Q92542	Q96BI3
P49768	Q92542
Q15155	Q969V3
Q12840	Q99816
Q15811	Q99816
P05556	P26006
Q05513	Q9H8V3
Q8TEW0	Q9H8V3
Q96RU3	Q96RU3
Q05193	Q96RU3
Q05193	Q9BY11
P01133	Q96RU3
P02787	Q96RU3
Q53HL2	Q9NQS7
Q53HL2	Q9P258
Q96GD4	Q9P258
Q96GD4	Q96GD4
Q96GD4	Q9NQS7
P14151	Q9ULC0
P25963	Q6EEV6
P01137	Q6EMK4
P61812	Q6EMK4
P10600	Q6EMK4
P19838	Q96T23
Q99816	Q9H9H4
P42694	Q9H7B4
P24928	Q9H7B4
P07900	Q9H7B4
Q16695	Q9H7B4
P00441	P10415
Q96AP0	Q9BSI4
Q9BSI4	Q9NUX5
P54274	Q96AP0
O15160	O15446
O15446	Q9GZS1
O15446	P0DPB5
O15446	P0DPB6
P17480	Q9GZS1
O15446	P20226
O15446	Q15572
O95602	Q9GZS1
O15446	O95602
P50613	Q6ZYL4
P19447	Q6ZYL4
Q13888	Q6ZYL4
P18074	P19447
P19447	Q92759
P19447	P32780
P19447	Q13888
P19447	Q13889
P19447	P50613
P19447	P51946
P19447	P51948
Q9H9H4	Q9UK41
P55072	Q9BQE4
Q92890	Q9BQE4
P34932	Q9BQE4
Q9BQE4	Q9BUN8
P04439	Q9BUN8
P42336	Q8IV61
P05771	Q8IV61
Q05655	Q8IV61
Q02156	Q8IV61
P17612	Q8IV61
P33993	Q13535
P49736	Q13315
P49736	Q13535
Q06187	Q99856
P29590	Q00987
P29590	P62913
P63000	Q6DT37
P60953	Q6DT37
P17081	Q6DT37
P10242	P29590
Q9UIW2	Q9UIW2
P04637	Q09472
P04637	Q99873
P04637	Q86X55
O60504	P28482
Q6UB99	Q9Y6Q9
Q15596	Q6UB99
O15379	Q6UB99
Q12846	Q8N3L3
Q16623	Q8N3L3
P14672	Q9NZN4
Q96CW1	Q9NZN4
Q9NZN4	Q9Y6Q5
P22307	Q03135
P22307	Q00169
P54274	Q9BSI4
Q15554	Q9BSI4
Q9BSI4	Q9NYB0
P00519	Q96MU7
Q71F56	Q9BTT4
Q9BTT4	Q9UHV7
Q93074	Q9BTT4
O60244	Q9BTT4
Q9BTT4	Q9ULK4
Q96RN5	Q9BTT4
Q9BTT4	Q9Y2X0
Q9BTT4	Q9NVC6
O95402	Q9BTT4
P24863	Q9BTT4
P49336	Q9BTT4
Q9BTT4	Q9BWU1
Q6P2C8	Q9BTT4
Q9BTT4	Q9NPJ6
A0JLT2	Q9BTT4
O75586	Q9BTT4
O43513	Q9BTT4
Q96G25	Q9BTT4
Q9BTT4	Q9BUE0
Q9BTT4	Q9H944
Q9BTT4	Q9NWA0
Q9BTT4	Q9NX70
Q96HR3	Q9BTT4
Q9BTT4	Q9H204
Q13503	Q9BTT4
Q9BTT4	Q9P086
Q9BTT4	Q9Y3C7
Q15648	Q9BTT4
O75448	Q9BTT4
Q71SY5	Q9BTT4
Q15528	Q9BTT4
Q71F56	Q9NWA0
Q9NWA0	Q9UHV7
Q93074	Q9NWA0
O60244	Q9NWA0
Q9NWA0	Q9ULK4
Q96RN5	Q9NWA0
O75448	Q9NWA0
Q9NWA0	Q9Y2X0
Q71SY5	Q9NWA0
Q9NVC6	Q9NWA0
O95402	Q9NWA0
P49336	Q9NWA0
Q9BWU1	Q9NWA0
Q6P2C8	Q9NWA0
Q9NPJ6	Q9NWA0
A0JLT2	Q9NWA0
O75586	Q9NWA0
O43513	Q9NWA0
Q96G25	Q9NWA0
Q9BUE0	Q9NWA0
Q9H944	Q9NWA0
Q9NWA0	Q9NX70
Q96HR3	Q9NWA0
Q9H204	Q9NWA0
Q13503	Q9NWA0
Q15528	Q9NWA0
Q9NWA0	Q9P086
Q9NWA0	Q9Y3C7
Q15648	Q9NWA0
Q71F56	Q9NX70
Q9NX70	Q9UHV7
Q93074	Q9NX70
Q15648	Q9NX70
O60244	Q9NX70
Q9NX70	Q9ULK4
Q96RN5	Q9NX70
O75448	Q9NX70
Q9NX70	Q9Y2X0
Q71SY5	Q9NX70
Q9NVC6	Q9NX70
O95402	Q9NX70
P24863	Q9NX70
P49336	Q9NX70
Q9BWU1	Q9NX70
Q6P2C8	Q9NX70
Q9NPJ6	Q9NX70
A0JLT2	Q9NX70
O75586	Q9NX70
O43513	Q9NX70
Q96G25	Q9NX70
Q9BUE0	Q9NX70
Q9H944	Q9NX70
Q9NX70	Q9NX70
Q96HR3	Q9NX70
Q9H204	Q9NX70
Q13503	Q9NX70
Q15528	Q9NX70
Q9NX70	Q9P086
Q9NX70	Q9Y3C7
A0JLT2	Q71F56
A0JLT2	Q9UHV7
A0JLT2	Q93074
A0JLT2	O60244
A0JLT2	Q9ULK4
A0JLT2	Q96RN5
A0JLT2	O75448
A0JLT2	Q9Y2X0
A0JLT2	Q71SY5
A0JLT2	Q9NVC6
A0JLT2	O95402
A0JLT2	P24863
A0JLT2	P49336
A0JLT2	Q9BWU1
A0JLT2	Q6P2C8
A0JLT2	Q9NPJ6
A0JLT2	A0JLT2
A0JLT2	O75586
A0JLT2	O43513
A0JLT2	Q96G25
A0JLT2	Q9BUE0
A0JLT2	Q9H944
A0JLT2	Q96HR3
A0JLT2	Q9H204
A0JLT2	Q13503
A0JLT2	Q15528
A0JLT2	Q9P086
A0JLT2	Q9Y3C7
A0JLT2	Q15648
Q71F56	Q9H204
Q9H204	Q9UHV7
Q93074	Q9H204
O60244	Q9H204
Q9H204	Q9ULK4
Q96RN5	Q9H204
O75448	Q9H204
Q9H204	Q9Y2X0
Q71SY5	Q9H204
Q9H204	Q9NVC6
O95402	Q9H204
P24863	Q9H204
P49336	Q9H204
Q9BWU1	Q9H204
Q6P2C8	Q9H204
Q9H204	Q9NPJ6
O75586	Q9H204
O43513	Q9H204
Q96G25	Q9H204
Q9BUE0	Q9H204
Q9H204	Q9H944
Q96HR3	Q9H204
Q9H204	Q9H204
Q13503	Q9H204
Q15528	Q9H204
Q9H204	Q9P086
Q9H204	Q9Y3C7
Q15648	Q9H204
O95402	Q71F56
O95402	Q9UHV7
O95402	Q93074
O95402	Q15648
O60244	O95402
O95402	Q9ULK4
O95402	Q96RN5
O75448	O95402
O95402	Q9Y2X0
O95402	Q71SY5
O95402	Q9NVC6
O95402	P49336
O95402	Q9BWU1
O95402	Q6P2C8
O95402	Q9NPJ6
O75586	O95402
O43513	O95402
O95402	Q96G25
O95402	Q9BUE0
O95402	Q9H944
O95402	Q96HR3
O95402	Q13503
O95402	Q15528
O95402	Q9P086
O95402	Q9Y3C7
P24928	Q9BTT4
P30876	Q9BTT4
P19387	Q9BTT4
P19388	Q9BTT4
P61218	Q9BTT4
P62487	Q9BTT4
P52434	Q9BTT4
P36954	Q9BTT4
P62875	Q9BTT4
P53803	Q9BTT4
O15514	Q9BTT4
P52435	Q9BTT4
P24928	Q9NWA0
P30876	Q9NWA0
P19387	Q9NWA0
O15514	Q9NWA0
P19388	Q9NWA0
P61218	Q9NWA0
P62487	Q9NWA0
P52435	Q9NWA0
P52435	Q9NX70
O15514	Q9NX70
P24928	Q9NX70
P30876	Q9NX70
P19387	Q9NX70
P19388	Q9NX70
P61218	Q9NX70
P62487	Q9NX70
P52434	Q9NX70
P36954	Q9NX70
P62875	Q9NX70
A0JLT2	P52435
A0JLT2	O15514
A0JLT2	P24928
A0JLT2	P30876
A0JLT2	P19387
A0JLT2	P19388
A0JLT2	P61218
A0JLT2	P62487
A0JLT2	P52434
A0JLT2	P36954
A0JLT2	P62875
P52435	Q9H204
O15514	Q9H204
P24928	Q9H204
P30876	Q9H204
P19387	Q9H204
P62487	Q9H204
P62875	Q9H204
O95402	P52435
O15514	O95402
O95402	P24928
O95402	P30876
O95402	P19387
O95402	P19388
O95402	P61218
O95402	P62487
O95402	P52434
O95402	P36954
O95402	P62875
Q13868	Q92945
O95453	Q92945
P54284	Q13936
P27348	Q9GZT8
P62328	P63261
P78396	Q13227
P12956	P78396
P63244	P78396
P78396	Q9BWF3
P78396	Q0VD86
P78396	Q8NEP7
P78396	Q8NCQ7
P24941	Q0VD86
P12956	P24941
P24941	Q9BWF3
O43707	Q92738
Q9NTJ3	Q9UBC3
O95347	Q9UBC3
O95239	Q9UBC3
Q96ST3	Q9UBC3
Q13547	Q9UBC3
O60264	Q9UBC3
Q9BPX3	Q9UBC3
P63000	Q6ZUM4
P60953	Q6ZUM4
Q6ZUM4	Q96B97
O14656	O14657
Q02156	Q05329
P17612	Q05329
P17612	Q99259
Q02156	Q99259
P57740	Q96EE3
Q96EE3	Q9BW27
Q8WUM0	Q96EE3
P57740	Q8WUM0
P57740	Q9BW27
P57740	Q12769
Q8NFH3	Q8WUM0
P57740	Q8NFH3
Q8NFH3	Q9BW27
Q8NFH4	Q8WUM0
P57740	Q8NFH4
Q8NFH4	Q9BW27
Q8NFH3	Q8NFH4
Q12769	Q8NFH3
P55735	Q8NFH4
P55735	Q12769
P55735	Q8WUM0
P55735	P57740
P55735	Q9BW27
O94979	P55735
Q15796	Q9UM13
P84022	Q9UM13
O94829	P23760
O43186	O94829
Q13936	Q9NZU7
P28347	Q14135
Q02078	Q14135
Q04206	Q92793
P49862	Q15517
O15273	Q9GZV1
P67809	Q9GZV1
P29590	Q9GZV1
P04637	Q9GZV1
P04637	P67809
P19429	P63316
P53675	Q9Y5X3
Q00610	Q9Y5X3
P22681	Q14289
O94875	P22681
O94875	Q14289
P22681	Q9BX66
P22681	Q9Y5K6
O75955	Q9BX66
O75955	O94875
Q06124	Q86YW5
Q13683	Q14192
Q13643	Q13683
Q8NCE0	Q9BSV6
Q7Z6J9	Q8NCE0
Q7Z6J9	Q9BSV6
Q7Z6J9	Q8WW01
Q8NCE0	Q8WW01
Q8NCE0	Q92989
Q7Z6J9	Q92989
Q92989	Q9BSV6
Q8WW01	Q92989
Q8WW01	Q9BSV6
Q9Y5Q3	Q9Y5Q3
Q14203	Q96RK4
O60603	Q99836
O00206	Q99836
O60602	Q99836
Q99836	Q9NR96
P62256	Q9NWF9
P68036	Q9NWF9
O00762	Q9NWF9
O14933	Q9NWF9
P68133	Q9C0D0
P62136	Q9C0D0
P62136	P68133
P12004	P18887
Q9NPP4	Q9NPP4
Q9HC29	Q9NPP4
P51811	Q9NPP4
Q9NPP4	Q9Y239
Q13075	Q9NPP4
Q96P20	Q9NPP4
P29466	Q9NPP4
P29466	Q9HC29
P29466	P51811
P29475	Q8IYP9
O95295	Q9UL45
P78537	Q9UL45
Q6QNY1	Q9UL45
Q6QNY0	Q9UL45
Q96EV8	Q9UL45
Q8TDH9	Q9UL45
Q8TDH9	Q96EV8
O95295	Q96EV8
P78537	Q96EV8
Q6QNY1	Q96EV8
Q6QNY0	Q96EV8
Q6QNY1	Q8TDH9
O95295	Q6QNY1
P78537	Q6QNY1
Q6QNY0	Q6QNY1
P78537	Q6QNY0
O95295	Q6QNY0
Q6QNY0	Q8TDH9
Q9NUP1	Q9UL45
O95295	Q9NUP1
Q6QNY1	Q9NUP1
O95295	P78537
Q15554	Q92878
P13010	Q15554
Q15554	Q9NYB0
Q92878	Q9NYB0
P13010	Q9NYB0
P09874	Q9NYB0
P49959	Q9NYB0
P12956	Q9NYB0
O95707	Q99575
O95707	O95707
O75817	Q9BUL9
Q969H6	Q9BUL9
P78345	Q99575
O75818	Q99575
O95707	Q969H6
O95707	P78345
Q99575	Q99575
O95059	Q969H6
O95059	P78346
O75818	O95059
O75818	Q9H633
Q99575	Q9BUL9
O95707	Q9BUL9
P08476	Q6WN34
P28482	P49137
Q96IZ0	Q9GZV3
P13866	Q96IZ0
Q08211	Q99873
P84022	Q12778
P84022	P98177
O43524	P84022
O43524	Q13485
Q12778	Q13485
P98177	Q13485
P84022	Q13485
Q13188	Q969H4
Q13043	Q969H4
P04049	Q969H4
P42575	P78560
P78560	Q9HB75
P42575	Q9HB75
O14745	P41145
O14745	O14745
P61586	Q86VW2
P03891	Q05586
P05023	P17252
P05023	P28482
P05023	P27361
Q15424	Q92804
P03372	Q15424
O95295	Q8NER1
O14936	Q9H2G4
Q16650	Q9H2G4
P11802	Q9UHV2
P30279	Q9UHV2
P30279	P42771
P30279	Q8N726
P42771	Q9UHV2
Q8N726	Q9UHV2
Q13546	Q8IUC6
Q8IUC6	Q9Y572
O75410	Q96GD4
O14965	O75410
P51159	Q9BV36
Q9BV36	Q9Y4I1
P68133	Q9BV36
Q15642	Q99996
P17612	Q15642
O00148	Q86V81
Q13838	Q86V81
Q8WTW3	Q9H9E3
